row.names,Pop,i,A,LF,LG,SF,SG,CEC,CO3Ca,CS,pH,CdS,CrS,CuS,FeS,MnS,NiS,PbS,ZnS,CdD,CuD,PbD,ZnD,CdN,CuN,ZnN,CdB,CrB,CuB,FeB,MgB,MnB,NiB,PbB,ZnB
Q8F12,F,12,2.917771,3.261935,3.735286, 2.230014 , 1.435085  ,2.356919,-6.907755, 0.005063302,2.128232,-0.8523869  ,3.948898,3.035539, 0.7082608 ,6.412043,3.020796,3.163567,4.155069,-1.89712  , 1.252763  , 0.6881346  , 1.131402  ,1.252763 ,5.060694,3.397858,-3.506558,-1.560648 ,0.9400073,3.305054,-0.1625189  ,3.440098,-1.660731   ,-6.907755 ,2.802148
Q8F13,F,13,3.194583,3.306887,3.751854, 1.686399 ,-1.203973  ,2.563848,-6.907755,-0.061136   ,2.091864,-1.086417   ,4.087848,2.756613, 1.000572  ,6.420841,3.291815,3.052379,4.204296,-2.302585 , 0.1823216 , 0.4574248  , 0.2623643 ,0.5306283,3.908015,3.292126,-3.015935,-0.2231436,0.4252677,3.317816,-0.5798185  ,3.093313,-0.2744368  ,-6.907755 ,2.405142
Q8F14,F,14,3.218876,3.238678,3.770459, 1.667707 ,-0.2231436 ,2.625958,-6.907755, 0.04307125 ,2.116256,-1.116166   ,4.057509,2.838677, 0.9978283 ,6.408463,3.26976 ,3.04856 ,4.19303 ,-2.302585 , 0.5306282 , 0.3435897  , 0.4054651 ,0.8754687,4.449685,3.299534,-3.015935,-1.272966 ,0.9516579,3.693369,-0.05129329 ,3.417727,-1.560648   ,-2.813411 ,2.964757
Q8H1,H, 1,3.374169,3.520461,2.128232, 1.360977 , 3.206803  ,1.539142, 6.722631, 0.5437135  ,2.128232,-0.8078953  ,2.593302,1.869383,-0.7208839 ,5.968923,1.930008,2.694107,3.556939,-2.407946 ,-0.3566749 , 0.4700036  , 0.8329091 ,0.7419373,4.528289,3.377588,-2.780621,-1.07881  ,0.7884574,3.293241,-0.2613648  ,3.137232,-1.347074   ,-6.907755 ,3.054473
Q8H2,H, 2,3.627004,3.566712,2.415914, 1.458615 , 2.442347  ,1.938772, 6.599872, 0.4487736  ,2.128232,-0.3343997  ,2.991574,1.877214,-0.1025981 ,6.296245,2.731291,2.661333,3.790863,-1.966113 ,-0.6931472 , 0.1739533  , 0.6418539 ,0.6931472,3.848018,3.054001,-2.551046,-1.07881  ,0.9122827,3.085116,-0.1984509  ,3.261169,-1.237874   ,-6.907755 ,3.1394  
Q8H3,H, 3,3.465736,3.505557,2.451005, 1.84055  , 2.821379  ,2.084009, 6.622738, 0.725182   ,2.116256,-0.527581   ,2.770807,2.329682,-0.3833314 ,6.582411,2.378   ,3.085199,4.188452,-1.89712  , 0.6931472 , 0.3074847  , 0.9162907 ,0.9162907,5.072044,2.949688,-3.270169,-2.407946 ,1.004302 ,3.363842,-0.2613648  ,3.338967,-2.302585   ,-6.907755 ,2.87976 
Q8H4,H, 4,3.459466,3.505557,2.595255, 1.62924  , 2.797281  ,2.210344, 6.448891, 0.5189889  ,2.140066,-0.4700036  ,3.432135,1.911362, 0.214913  ,6.581071,2.698441,3.780831,4.97447 ,-2.040221 ,-0.5108256 , 0.1570037  , 0.6418539 ,0.7419373,4.082609,2.827314,-3.411248,-0.7985077,0.4446858,3.342508,-0.1508229  ,3.354455,-1.427116   ,-6.907755 ,2.847812
Q8H5,H, 5,3.478158,3.288402,2.00148 , 1.589235 , 3.349904  ,1.967134, 6.692085, 0.8410035  ,2.128232,-0.2019199  ,2.53892 ,2.382078,-0.6327028 ,6.034939,2.009098,2.667398,3.917117,-2.040221 , 0.6931472 ,-0.08338161 , 0.5306282 ,0.4700036,5.124559,3.100092,-3.296837,-1.560648 ,0.5988365,3.194583,-0.2484614  ,3.032546,-1.347074   ,-6.907755 ,2.36556 
Q8H6,H, 6,3.511545,3.575151,1.791759, 1.435084 , 3.025291  ,1.601308, 6.734593, 0.5427008  ,2.128232,-0.3446024  ,2.5693  ,1.641313,-0.8318975 ,5.933651,1.91418 ,2.363448,3.38966 ,-1.966113 ,-0.3566749 , 0.2151114  , 0.7884574 ,1.163151 ,4.550714,3.113515,-2.796881,-1.966113 ,1.193922 ,3.017004,-0.1743534  ,3.111736,-1.609438   ,-3.506558 ,3.052585
Q8H7,H, 7,3.487375,3.310543,2.219203, 1.667707 , 3.234749  ,1.828491, 6.675824, 0.6245187  ,2.140066,-0.7563261  ,2.70805 ,2.112067,-0.5419162 ,6.296846,2.160269,2.701224,3.822411,-2.302585 , 0.4700036 ,-0.03045921 , 0.9555114 ,0.3364722,4.787492,2.884801,-3.688879,-2.995732 ,0.7275486,3.063391,-0.2357223  ,3.351657,-1.714798   ,-6.907755 ,2.675527
Q8H8,H, 8,3.487375,3.671225,2.197225, 1.504077 , 2.674149  ,1.561661, 6.685862, 0.2292103  ,2.140066,-0.8068816  ,2.571326,2.001973,-0.4479365 ,6.068538,2.20015 ,2.586711,3.730107,-2.407946 , 0.2623643 , 0.2231436  , 1.335001  ,0.4700036,4.644391,3.529297,-3.381395,-1.660731 ,1.029619 ,3.293612,-0.09431068 ,3.382015,-1.714798   ,-6.907755 ,3.195402
Q8H9,H, 9,3.514526,3.356897,2.140066, 1.481604 , 3.210844  ,1.961024, 6.620074, 0.7852219  ,2.128232,-0.06826797 ,2.911026,2.189865,-0.1127197 ,6.379864,2.431027,2.742966,3.854566,-1.609438 , 0.4054651 , 0.009950331, 0.7884574 ,1.098612 ,4.795791,2.890372,-2.253795,-0.6733446,1.539015 ,3.287282,-0.2484614  ,3.346037,-0.4780358  ,-1.309333 ,2.813611
Q8H10,H,10,3.549617,3.561046,2.00148 , 1.163151 , 2.965273  ,1.805858, 6.65028 , 0.6870434  ,2.128232,-0.4014165  ,2.667341,1.94562 ,-0.7198702 ,6.216634,2.09354 ,2.81138 ,3.592047,-2.120264 , 0         ,-0.1743534  , 0.8329091 ,0.8754687,4.670958,2.809403,-2.375156,-1.171183 ,1.609438 ,3.172203,-0.2744368  ,3.148882,-1.021651   ,-1.139434 ,2.943386
Q8H11,H,11,3.520461,3.538057,2.406945, 1.568616 , 2.766319  ,2.06725 , 6.665685, 0.7701863  ,2.128232,-0.7686341  ,2.740194,1.775113,-0.527472  ,5.895891,1.908644,2.740194,3.915179,-2.207275 ,-0.3566749 , 0.2546422  , 0.5877867 ,0.4054651,4.043051,2.95491 ,-2.577022,-1.139434 ,1.611436 ,3.094672,-0.1863296  ,3.09603 ,-1.139434   ,-0.7985077,2.938103
Q8H12,H,12,3.449988,3.397858,2.451005, 1.609438 , 3.091042  ,2.407946, 6.549652, 1.032701   ,2.128232,-0.3282755  ,2.935301,2.095262,-0.1459539 ,6.252958,2.279691,2.929821,3.918177,-1.89712  , 0         , 0.2926696  , 0.7419373 ,0.8329091,4.490881,2.895912,-2.631089,-2.120264 ,1.528228 ,3.266522,-0.1863296  ,3.226844,-1.714798   ,-1.07881  ,2.702032
Q8H13,H,13,3.572346,3.529297,2.312535, 1.526056 , 2.747271  ,2.016594, 6.663134, 0.8566808  ,2.128232,-0.5827234  ,2.696135,1.562676,-0.6010725 ,5.950008,2.131369,2.610368,3.375489,-2.302585 ,-0.3566749 , 0.5306283  , 0.8329091 ,0.8754687,4.41401 ,3.206803,-3.244194,-1.660731 ,1.504077 ,3.13201 ,-0.1863296  ,2.910719,-1.427116   ,-1.203973 ,2.934389
Q8J2,J, 2,4.082609,2.572612,2.151762, 1.308333 , 2.727853  ,3.408672, 4.382039, 1.051429   ,2.104134,-0.2050868  ,4.52718 ,3.034623, 1.232501  ,6.092798,3.775578,3.577906,4.563589,-0.6931472,-0.2231436 , 0.7080358  ,-0.2231436 ,1.824549 ,3.496508,2.867899,-2.407946,-1.469676 ,1.954445 ,3.454422,-0.2876821  ,3.159975,-0.967584   ,-0.9162907,2.646175
Q8J4,J, 4,3.720862,2.970414,2.549445, 1.757858 , 3.025291  ,3.075131, 3.496538, 0.7025174  ,2.104134,-0.07153645 ,4.073914,2.705257, 1.071039  ,6.965669,3.46926 ,3.547547,4.293493,-1.139434 , 0         , 0.6523252  , 0.09531018,1.458615 ,3.563883,3.08191 ,-2.189256,-2.207275 ,1.211941 ,3.512441,-0.3424903  ,3.599502,-1.309333   ,-2.813411 ,2.598979
Q8J5,J, 5,3.751854,3.126761,2.815409, 1.458615 , 2.61007   ,3.071998, 4.634739, 0.8303216  ,2.116256,-0.3291995  ,4.157644,2.839146, 1.053465  ,6.615544,3.495021,3.579921,4.38437 ,-1.427116 , 0.3364722 , 0.7701082  , 0.1823216 ,1.252763 ,3.881564,2.766319,-2.488915,-2.525729 ,1.89612  ,3.344274,-0.1863296  ,3.510948,-1.386294   ,-0.7339692,2.818995
Q8J6,J, 6,3.76584 ,3.254243,2.442347, 1.064711 , 2.80336   ,3.13604 , 5.662964, 1.18283    ,2.104134, 0.3301763  ,4.114024,2.805007, 1.023323  ,6.687484,3.449523,3.415736,4.682635,-0.7765288, 0.1823216 , 0.6471032  , 0.5877867 ,1.84055  ,3.953165,2.747271,-2.322788,-2.302585 ,1.576915 ,3.32791 ,-0.2613648  ,3.37827 ,-1.771957   ,-1.108663 ,2.680336
Q8J7,J, 7,3.71113 ,2.933857,2.727853, 1.824549 , 2.933857  ,3.00799 , 2.890427, 0.6262077  ,2.104134,-0.517356   ,4.073925,2.607588, 1.016912  ,6.680234,3.458127,3.461358,4.487516,-1.660731 , 0.09531018, 0.4700036  ,-0.1053605 ,1.064711 ,3.597312,2.753661,-2.198225,-1.771957 ,1.865629 ,3.563033,-0.2613648  ,3.716738,-1.049822   ,-0.6539265,2.619583
Q8J8,J, 8,3.897924,3.206803,2.80336 , 1.410987 , 1.686399  ,3.23652 , 3.688904, 0.9131444  ,2.104134,-0.02652675 ,4.271417,2.806054, 1.230834  ,6.846214,3.572404,3.480031,4.791845,-1.237874 , 0.1823216 , 0.5709795  , 0.8754687 ,1.458615 ,3.841601,3.030134,-2.748872,-1.771957 ,1.492904 ,3.420673,-0.01005034 ,3.529591,-1.660731   ,-1.660731 ,2.766319
Q8J9,J, 9,4.000034,3.273364,2.595255, 0.9555114, 1.098612  ,3.35554 , 3.258135, 0.8908656  ,2.116256,-0.006295928,4.513202,2.766293, 1.306295  ,6.773626,3.661306,3.53847 ,4.803747,-1.386294 , 0         , 0.5364934  , 0         ,1.163151 ,3.453157,2.74084 ,-2.441847,-2.813411 ,0.6097656,3.150597,-0.5798185  ,3.248046,-1.660731   ,-2.65926  ,1.943049
Q8J10,J,10,3.869116,3.104587,2.850707, 1.667707 , 1.974081  ,3.175275, 3.989003, 0.9640398  ,2.104134,-0.1959415  ,4.306677,2.678838, 1.236729  ,6.554494,3.492938,3.460781,4.437927,-1.347074 , 0.09531018, 0.6418539  , 0.09531018,1.280934 ,3.937691,2.923162,-2.501036,-2.525729 ,0.8372475,3.409827,-0.3011051  ,3.554205,-1.514128   ,-3.912023 ,2.417698
Q8J11,J,11,3.858622,3.173878,3.072693, 1.435084 , 1.064711  ,3.201102, 1.098946, 0.666899   ,2.054124,-0.3798883  ,4.328823,2.660296, 1.186199  ,6.77378 ,3.559042,3.446775,4.522014,-1.514128 , 0         , 0.3987761  ,-0.3566749 ,1.504077 ,3.468856,2.960105,-2.302585,-3.506558 ,0.9477894,3.454738,-0.3424903  ,3.652475,-1.832581   ,-3.506558 ,2.368373
Q8J12,J,12,4.034241,3.148453,2.186051, 0.5306283, 2.261763  ,3.339218, 4.905282, 1.228819   ,2.091864,-0.1636294  ,4.385689,2.741719, 1.344555  ,6.416993,3.682043,3.549641,4.678904,-1.237874 , 0         , 0.8501509  , 0.1823216 ,1.335001 ,3.85651 ,2.70805 ,-3.324236,-2.040221 ,0.8878913,3.490429,-0.1984509  ,3.516904,-1.660731   ,-6.907755 ,2.576422
Q8K2,K, 2,3.768153,3.173878,2.653242, 2.580217 , 1.686399  ,3.106348, 5.318125, 1.264287   ,2.091864,-0.3043285  ,4.022638,3.238699, 1.045598  ,6.181397,3.152439,4.048711,4.462718,-1.347074 , 1.098612  , 1.971299   , 1.335001  ,0.9932518,4.479607,2.939162,-3.057608,-2.040221 ,1.199965 ,3.170945,-0.2613648  ,3.225653,-1.347074   ,-6.907755 ,2.781301
Q8K3,K, 3,3.648057,3.292126,2.714695, 2.557227 , 1.902108  ,3.05068 , 5.501262, 1.350624   ,2.091864,-0.0942647  ,3.988519,2.984159, 0.9204661 ,6.099437,3.015412,3.577223,4.971526,-1.108663 , 0.5877867 , 1.153732   , 2.867899  ,1.223775 ,4.424847,3.7612  ,-3.411248,-2.813411 ,0.8754687,3.108168,-0.3011051  ,3.03351 ,-2.207275   ,-6.907755 ,3.127637
Q8K4,K, 4,3.526361,2.960105,3.206803, 2.923162 , 1.223775  ,2.853111, 2.079566, 0.3378065  ,2.091864,-1.01212    ,4.017384,2.758997, 1.060153  ,6.663094,3.307271,3.490859,4.345813,-2.120264 , 0.3364722 , 0.2926696  , 0.09531018,0.6418539,3.558201,2.778819,-3.473768, 0.1222176,1.054312 ,3.506758,-0.2876821  ,3.463859, 0.3576744  ,-6.907755 ,2.760643
Q8K5,K, 5,3.897924,3.321432,2.687847, 1.974081 , 0.09531018,2.814459, 5.176155, 0.518144   ,2.116256,-0.6450068  ,4.219446,2.472943, 1.140064  ,6.438381,3.411982,3.373176,4.306586,-2.040221 ,-0.5108256 , 0.48858    , 0         ,0.5877867,3.131137,2.631889,-3.442019,-3.912023 ,0.9593502,3.138966,-0.2357223  ,3.479392,-2.525729   ,-6.907755 ,2.607124
Q8K6,K, 6,3.962716,3.113515,2.879198, 1.504077 , 0.9555114 ,3.259826, 4.204708, 1.116669   ,2.104134,-0.3614328  ,4.372063,2.784045, 1.191028  ,6.204915,3.463858,4.041527,4.684471,-1.560648 , 0         , 1.684545   ,-0.1053605 ,0.8754687,3.839452,2.895912,-3.244194,-2.302585 ,1.05779  ,2.900872,-0.4004776  ,3.131573,-2.040221   ,-6.907755 ,2.497329
Q8K7,K, 7,3.822098,2.85647 ,2.985682, 2.74084  , 0.4700036 ,3.210365, 3.688904, 1.090814   ,2.091864,-0.5044898  ,4.20235 ,2.785482, 1.12234   ,6.332391,3.311872,3.513946,4.269757,-1.660731 , 0.1823216 , 0.8285518  , 0.1823216 ,0.7419373,4.143135,3.321432,-3.270169,-3.912023 ,1.015231 ,3.104138,-0.2357223  ,3.375538,-1.171183   ,-6.907755 ,2.622492
Q8K8,K, 8,3.549617,3.277145,3.182212, 2.174752 , 1.757858  ,2.901468, 5.451043, 0.9328886  ,2.104134,-0.08283601 ,3.833722,3.439506, 0.9732167 ,6.255597,3.05068 ,3.91828 ,5.41517 ,-1.347074 , 1.435085  , 1.553925   , 1.568616  ,0.8754687,4.766438,3.471966,-3.123566,-4.60517  ,1.60543  ,3.112626,-0.2231436  ,3.433987,-1.609438   ,-2.120264 ,3.004692
Q8K9,K, 9,3.7281  ,3.214868,2.912351, 2.230014 , 1.757858  ,3.11    , 5.187391, 1.208174   ,2.091864,-0.07654008 ,4.073067,3.011398, 1.055595  ,6.259883,3.274161,3.58935 ,4.453123,-1.237874 , 0.7419373 , 0.7929925  , 0.5877867 ,1.029619 ,4.713127,3.165475,-3.146555,-2.302585 ,1.4884   ,3.152309,-0.3011051  ,3.256172,-2.120264   ,-1.427116 ,2.518503
Q8K11,K,11,3.754199,3.468856,2.541602, 1.193922 , 2.219203  ,2.71393 , 5.963582, 0.9235484  ,2.104134,-0.1345725  ,3.92546 ,2.437676, 0.8856491 ,6.230096,3.069915,3.417368,4.43423 ,-1.469676 ,-0.2231436 , 0.6981347  , 0.5306282 ,1.029619 ,3.990834,2.895912,-3.194183,-4.60517  ,0.5988365,3.063391,-0.2876821  ,3.29287 ,-1.609438   ,-6.907755 ,2.557227
Q8K12,K,12,3.819908,3.377588,2.60269 , 1.916923 , 1.568616  ,3.214647, 5.204012, 1.345384   ,2.091864,-0.008474627,4.188567,2.529939, 1.079442  ,6.339399,3.338064,3.576816,4.403679,-1.237874 ,-0.3566749 , 0.9439059  , 0.7419373 ,0.9555114,3.747148,3.261935,-3.218876,-1.139434 ,1.241269 ,3.118392,-0.210721   ,3.095125,-1.272966   ,-1.966113 ,2.758109
Q8K13,K,13,3.637586,3.317816,2.624669, 2.442347 , 2.208274  ,3.091614, 5.723588, 1.28836    ,2.104134,-0.2405905  ,3.936869,2.619704, 0.8032136 ,6.142916,2.903562,3.546625,4.509545,-1.272966 , 0         , 1.160021   , 0.9932518 ,0.9932518,4.018183,3.086487,-4.135167,-0.3011051,1.61343  ,3.151881,-0.1984509  ,2.81241 ,-0.2876821  ,-1.714798 ,2.949688
Q8K14,K,14,3.770459,3.377588,2.646175, 1.410987 , 2.208274  ,3.212486, 5.497172, 1.301019   ,2.104134,-0.04561051 ,4.115007,2.609195, 1.053002  ,6.629231,3.402612,3.629283,4.492945,-1.386294 ,-0.3566749 , 0.7608058  , 0.4700036 ,0.8754687,4.063885,3.144152,-3.123566,-1.108663 ,1.378766 ,3.271089,-0.1392621  ,3.483392,-1.139434   ,-1.966113 ,2.719979
Q8K15,K,15,3.686376,3.374169,2.61007 , 1.62924  , 2.501436  ,3.076178, 5.852205, 1.3678     ,2.104134, 0.1858059  ,4.029457,2.720193, 0.9623347 ,6.467666,3.330708,3.447241,4.921241,-1.07881  , 0         , 0.65752    , 1.064711  ,1.589235 ,4.130355,3.265759,-3.218876,-2.525729 ,1.418277 ,3.215269,-0.1278334  ,3.353057,-1.966113   ,-1.89712  ,2.691921
